date,product_id,product_name,category,warehouse_id,warehouse,supplier_id,supplier,lead_time_days,price,discount,promotion,units_sold,inventory_level,revenue,stockout
2024-09-07,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12566.52,0.0,0,36.0,214.0,452394.67,0
2024-09-08,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12153.86,0.0,0,49.0,165.0,595539.1,0
2024-09-09,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11472.29,0.0,0,27.0,138.0,309751.86,0
2024-09-10,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11559.19,0.0,0,34.0,104.0,393012.6,0
2024-09-11,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12436.19,0.0,0,26.0,78.0,323340.98,0
2024-09-12,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11585.17,0.0,0,35.0,451.0,405480.96,0
2024-09-13,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11890.45,0.0,0,36.0,415.0,428056.23,0
2024-09-14,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11460.9,0.0,0,38.0,377.0,435514.23,0
2024-09-15,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11555.67,0.0,0,40.0,337.0,462226.8,0
2024-09-16,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12238.1,0.0,0,25.0,312.0,305952.4,0
2024-09-17,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12460.14,0.0,0,22.0,290.0,274123.08,0
2024-09-18,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12364.14,0.0,0,38.0,252.0,469837.4,0
2024-09-19,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12199.29,0.0,0,37.0,215.0,451373.9,0
2024-09-20,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11644.06,11.72,1,49.0,166.0,570559.02,0
2024-09-21,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12592.19,0.0,0,36.0,130.0,453318.92,0
2024-09-22,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11779.83,10.43,1,38.0,92.0,447633.44,0
2024-09-23,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12593.86,0.0,0,29.0,303.0,365222.01,0
2024-09-24,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11587.25,0.0,0,41.0,262.0,475077.37,0
2024-09-25,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11677.65,8.52,1,32.0,230.0,373684.8,0
2024-09-26,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12066.34,0.0,0,33.0,197.0,398189.17,0
2024-09-27,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12514.29,21.77,1,46.0,151.0,575657.4,0
2024-09-28,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11659.68,0.0,0,31.0,120.0,361450.22,0
2024-09-29,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12416.67,0.0,0,44.0,76.0,546333.51,0
2024-09-30,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11865.22,23.6,1,30.0,286.0,355956.6,0
2024-10-01,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11610.1,0.0,0,38.0,248.0,441183.75,0
2024-10-02,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12319.68,0.0,0,33.0,215.0,406549.44,0
2024-10-03,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11638.03,8.72,1,51.0,164.0,593539.31,0
2024-10-04,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11815.57,0.0,0,45.0,119.0,531700.61,0
2024-10-05,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11779.22,0.0,0,42.0,77.0,494727.04,0
2024-10-06,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12411.05,0.0,0,54.0,455.0,670196.82,0
2024-10-07,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12421.52,0.0,0,36.0,419.0,447174.58,0
2024-10-08,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12371.33,14.44,1,58.0,361.0,717537.36,0
2024-10-09,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11652.9,0.0,0,40.0,321.0,466116.02,0
2024-10-10,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12025.08,0.0,0,41.0,280.0,493028.17,0
2024-10-11,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11414.68,0.0,0,51.0,229.0,582148.79,0
2024-10-12,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12327.08,0.0,0,50.0,179.0,616353.92,0
2024-10-13,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12359.55,0.0,0,48.0,131.0,593258.46,0
2024-10-14,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11797.94,0.0,0,50.0,81.0,589897.09,0
2024-10-15,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11506.23,23.45,1,57.0,360.0,655855.14,0
2024-10-16,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11535.16,0.0,0,37.0,323.0,426800.8,0
2024-10-17,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11524.14,0.0,0,55.0,268.0,633827.62,0
2024-10-18,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11624.75,0.0,0,51.0,217.0,592862.22,0
2024-10-19,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12429.92,0.0,0,68.0,149.0,845234.34,0
2024-10-20,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11551.1,23.25,1,42.0,107.0,485146.24,0
2024-10-21,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11516.33,0.0,0,28.0,79.0,322457.14,0
2024-10-22,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11893.13,8.62,1,54.0,433.0,642229.15,0
2024-10-23,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11872.47,0.0,0,35.0,398.0,415536.35,0
2024-10-24,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12122.07,0.0,0,48.0,350.0,581859.24,0
2024-10-25,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11461.14,0.0,0,53.0,297.0,607440.31,0
2024-10-26,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11409.35,0.0,0,55.0,242.0,627514.27,0
2024-10-27,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12503.9,0.0,0,49.0,193.0,612691.2,0
2024-10-28,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11493.21,5.08,1,46.0,147.0,528687.88,0
2024-10-29,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12535.59,0.0,0,37.0,110.0,463816.68,0
2024-10-30,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12594.02,0.0,0,43.0,523.0,541542.92,0
2024-10-31,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12536.33,0.0,0,46.0,477.0,576671.37,0
2024-11-01,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11818.87,0.0,0,44.0,433.0,520030.12,0
2024-11-02,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12317.91,0.0,0,44.0,389.0,541988.19,0
2024-11-03,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11882.7,0.0,0,49.0,340.0,582252.16,0
2024-11-04,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12026.18,0.0,0,28.0,312.0,336733.15,0
2024-11-05,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11473.93,23.15,1,48.0,264.0,550748.78,0
2024-11-06,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12290.02,0.0,0,39.0,225.0,479310.72,0
2024-11-07,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12331.48,0.0,0,43.0,182.0,530253.58,0
2024-11-08,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11496.56,0.0,0,44.0,138.0,505848.8,0
2024-11-09,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11849.09,0.0,0,62.0,76.0,734643.71,0
2024-11-10,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12487.2,13.72,1,44.0,272.0,549436.93,0
2024-11-11,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12227.84,0.0,0,28.0,244.0,342379.39,0
2024-11-12,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12472.54,0.0,0,45.0,199.0,561264.2,0
2024-11-13,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11677.45,0.0,0,41.0,158.0,478775.37,0
2024-11-14,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12480.69,0.0,0,33.0,125.0,411862.61,0
2024-11-15,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12207.84,19.24,1,45.0,80.0,549352.67,0
2024-11-16,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12493.77,0.0,0,62.0,474.0,774613.67,0
2024-11-17,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11830.26,0.0,0,43.0,431.0,508701.09,0
2024-11-18,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12142.66,0.0,0,40.0,391.0,485706.52,0
2024-11-19,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11470.61,0.0,0,40.0,351.0,458824.58,0
2024-11-20,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11602.3,0.0,0,51.0,300.0,591717.23,0
2024-11-21,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12283.63,0.0,0,43.0,257.0,528196.06,0
2024-11-22,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12550.33,0.0,0,60.0,197.0,753019.88,0
2024-11-23,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11605.64,0.0,0,51.0,146.0,591887.8,0
2024-11-24,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11662.93,0.0,0,47.0,99.0,548157.59,0
2024-11-25,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12024.76,0.0,0,46.0,413.0,553139.0,0
2024-11-26,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11644.44,0.0,0,37.0,376.0,430844.1,0
2024-11-27,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11803.37,17.06,1,46.0,330.0,542954.98,0
2024-11-28,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12480.16,0.0,0,47.0,283.0,586567.42,0
2024-11-29,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12381.93,0.0,0,39.0,244.0,482895.09,0
2024-11-30,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11428.94,0.0,0,36.0,208.0,411442.0,0
2024-12-01,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12446.8,0.0,0,38.0,170.0,472978.28,0
2024-12-02,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11614.44,0.0,0,45.0,125.0,522649.79,0
2024-12-03,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12168.87,0.0,0,48.0,77.0,584105.94,0
2024-12-04,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12493.45,0.0,0,54.0,431.0,674646.14,0
2024-12-05,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11929.57,0.0,0,41.0,390.0,489112.2,0
2024-12-06,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11431.67,0.0,0,45.0,345.0,514425.3,0
2024-12-07,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12156.74,9.8,1,63.0,282.0,765874.73,0
2024-12-08,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12384.0,0.0,0,57.0,225.0,705888.17,0
2024-12-09,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12572.22,18.78,1,43.0,182.0,540605.44,0
2024-12-10,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12027.83,0.0,0,45.0,137.0,541252.52,0
2024-12-11,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11812.34,0.0,0,51.0,86.0,602429.56,0
2024-12-12,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12197.04,0.0,0,46.0,400.0,561064.03,0
2024-12-13,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11622.35,0.0,0,31.0,369.0,360292.78,0
2024-12-14,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12553.15,19.57,1,69.0,300.0,866167.25,0
2024-12-15,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11613.89,0.0,0,61.0,239.0,708447.22,0
2024-12-16,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11832.16,0.0,0,56.0,183.0,662601.08,0
2024-12-17,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11449.35,0.0,0,38.0,145.0,435075.23,0
2024-12-18,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12513.01,0.0,0,45.0,100.0,563085.54,0
2024-12-19,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12534.93,0.0,0,45.0,439.0,564071.91,0
2024-12-20,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12039.62,0.0,0,34.0,405.0,409346.95,0
2024-12-21,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12162.07,0.0,0,55.0,350.0,668913.59,0
2024-12-22,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11483.7,0.0,0,45.0,305.0,516766.31,0
2024-12-23,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11846.33,0.0,0,39.0,266.0,462006.78,0
2024-12-24,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11951.99,22.13,1,51.0,215.0,609551.66,0
2024-12-25,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11628.22,0.0,0,42.0,173.0,488385.28,0
2024-12-26,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12434.7,0.0,0,42.0,131.0,522257.52,0
2024-12-27,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12531.46,0.0,0,46.0,85.0,576447.16,0
2024-12-28,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12584.61,11.47,1,52.0,369.0,654399.74,0
2024-12-29,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11647.34,24.64,1,65.0,304.0,757077.05,0
2024-12-30,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11951.64,0.0,0,38.0,266.0,454162.18,0
2024-12-31,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11885.58,0.0,0,41.0,225.0,487308.78,0
2025-01-01,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12212.45,0.0,0,36.0,189.0,439648.23,0
2025-01-02,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12300.84,0.0,0,29.0,160.0,356724.22,0
2025-01-03,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11705.65,0.0,0,41.0,119.0,479931.62,0
2025-01-04,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11483.73,13.99,1,46.0,73.0,528251.69,0
2025-01-05,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12155.36,23.88,1,45.0,340.0,546991.17,0
2025-01-06,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12361.48,0.0,0,26.0,314.0,321398.57,0
2025-01-07,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12575.83,0.0,0,40.0,274.0,503033.15,0
2025-01-08,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11952.84,0.0,0,25.0,249.0,298820.96,0
2025-01-09,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12469.64,0.0,0,39.0,210.0,486315.85,0
2025-01-10,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12063.3,0.0,0,34.0,176.0,410152.08,0
2025-01-11,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11576.51,0.0,0,36.0,140.0,416754.19,0
2025-01-12,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12395.8,0.0,0,42.0,98.0,520623.59,0
2025-01-13,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12022.52,0.0,0,31.0,331.0,372698.11,0
2025-01-14,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12277.99,0.0,0,27.0,304.0,331505.86,0
2025-01-15,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12348.09,0.0,0,28.0,276.0,345746.54,0
2025-01-16,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12560.14,0.0,0,38.0,238.0,477285.38,0
2025-01-17,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11502.35,0.0,0,39.0,199.0,448591.74,0
2025-01-18,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11847.83,0.0,0,36.0,163.0,426521.92,0
2025-01-19,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12422.59,0.0,0,40.0,123.0,496903.52,0
2025-01-20,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12114.27,17.72,1,35.0,88.0,423999.5,0
2025-01-21,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12429.68,0.0,0,37.0,483.0,459898.32,0
2025-01-22,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11541.12,0.0,0,34.0,449.0,392398.24,0
2025-01-23,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12080.49,0.0,0,36.0,413.0,434897.65,0
2025-01-24,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11757.67,0.0,0,37.0,376.0,435033.74,0
2025-01-25,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12112.69,0.0,0,39.0,337.0,472394.85,0
2025-01-26,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12208.37,0.0,0,38.0,299.0,463918.06,0
2025-01-27,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11491.36,0.0,0,25.0,274.0,287284.02,0
2025-01-28,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12519.49,0.0,0,26.0,248.0,325506.85,0
2025-01-29,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11765.96,11.38,1,30.0,218.0,352978.89,0
2025-01-30,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12185.03,0.0,0,42.0,176.0,511771.13,0
2025-01-31,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11668.79,0.0,0,30.0,146.0,350063.75,0
2025-02-01,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12321.96,0.0,0,25.0,121.0,308049.1,0
2025-02-02,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11702.28,18.49,1,40.0,81.0,468091.31,0
2025-02-03,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12516.04,0.0,0,35.0,358.0,438061.41,0
2025-02-04,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11483.07,0.0,0,22.0,336.0,252627.46,0
2025-02-05,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12188.93,0.0,0,41.0,295.0,499746.02,0
2025-02-06,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11967.85,0.0,0,35.0,260.0,418874.65,0
2025-02-07,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11555.06,6.93,1,41.0,219.0,473757.29,0
2025-02-08,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11436.06,0.0,0,38.0,181.0,434570.1,0
2025-02-09,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11479.99,0.0,0,33.0,148.0,378839.75,0
2025-02-10,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12222.79,0.0,0,30.0,118.0,366683.84,0
2025-02-11,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12116.03,0.0,0,33.0,85.0,399829.04,0
2025-02-12,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11545.71,8.74,1,47.0,326.0,542648.46,0
2025-02-13,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12278.73,0.0,0,31.0,295.0,380640.58,0
2025-02-14,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11576.75,0.0,0,34.0,261.0,393609.49,0
2025-02-15,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12243.56,17.15,1,52.0,209.0,636665.05,0
2025-02-16,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12445.89,0.0,0,37.0,172.0,460497.87,0
2025-02-17,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11566.56,0.0,0,31.0,141.0,358563.47,0
2025-02-18,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12139.36,0.0,0,31.0,110.0,376320.05,0
2025-02-19,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12105.55,0.0,0,37.0,73.0,447905.44,0
2025-02-20,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11830.54,0.0,0,37.0,468.0,437729.89,0
2025-02-21,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11599.06,0.0,0,49.0,419.0,568353.74,0
2025-02-22,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11464.05,0.0,0,46.0,373.0,527346.43,0
2025-02-23,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11623.27,0.0,0,34.0,339.0,395191.29,0
2025-02-24,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11944.73,0.0,0,29.0,310.0,346397.06,0
2025-02-25,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11576.93,0.0,0,43.0,267.0,497808.15,0
2025-02-26,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11786.05,0.0,0,32.0,235.0,377153.74,0
2025-02-27,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12193.39,0.0,0,38.0,197.0,463348.66,0
2025-02-28,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12175.02,0.0,0,35.0,162.0,426125.68,0
2025-03-01,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12495.83,0.0,0,48.0,114.0,599800.07,0
2025-03-02,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11676.0,0.0,0,41.0,73.0,478716.04,0
2025-03-03,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11714.93,0.0,0,27.0,502.0,316303.13,0
2025-03-04,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12125.31,0.0,0,31.0,471.0,375884.58,0
2025-03-05,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12168.97,0.0,0,28.0,443.0,340731.03,0
2025-03-06,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12362.82,0.0,0,34.0,409.0,420336.0,0
2025-03-07,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11784.05,0.0,0,44.0,365.0,518498.13,0
2025-03-08,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12191.99,0.0,0,42.0,323.0,512063.41,0
2025-03-09,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12316.81,21.98,1,46.0,277.0,566573.33,0
2025-03-10,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11994.34,17.84,1,40.0,237.0,479773.48,0
2025-03-11,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12102.13,0.0,0,33.0,204.0,399370.15,0
2025-03-12,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11583.59,0.0,0,27.0,177.0,312757.04,0
2025-03-13,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11968.23,0.0,0,33.0,144.0,394951.44,0
2025-03-14,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12417.35,0.0,0,26.0,118.0,322851.09,0
2025-03-15,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11801.74,0.0,0,41.0,77.0,483871.39,0
2025-03-16,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12200.06,0.0,0,34.0,379.0,414801.95,0
2025-03-17,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11698.19,0.0,0,31.0,348.0,362643.74,0
2025-03-18,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11492.14,0.0,0,35.0,313.0,402224.82,0
2025-03-19,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11811.46,0.0,0,41.0,272.0,484269.98,0
2025-03-20,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12562.78,0.0,0,29.0,243.0,364320.64,0
2025-03-21,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11483.83,9.92,1,41.0,202.0,470836.86,0
2025-03-22,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12258.48,9.91,1,33.0,169.0,404529.75,0
2025-03-23,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11990.45,0.0,0,37.0,132.0,443646.6,0
2025-03-24,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12379.32,0.0,0,29.0,103.0,359000.42,0
2025-03-25,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12398.96,0.0,0,29.0,74.0,359569.89,0
2025-03-26,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11773.62,0.0,0,41.0,465.0,482718.22,0
2025-03-27,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11731.73,0.0,0,49.0,416.0,574854.84,0
2025-03-28,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11446.72,9.8,1,45.0,371.0,515102.31,0
2025-03-29,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,12574.94,0.0,0,44.0,327.0,553297.49,0
2025-03-30,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11957.08,0.0,0,44.0,283.0,526111.34,0
2025-03-31,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11638.06,0.0,0,26.0,257.0,302589.55,0
2025-04-01,P010,Desk,Furniture,W002,Mumbai,S001,TechSupply,3.0,11710.2,0.0,0,41.0,216.0,480118.12,0
